"Spectrum X(f) of voice coil displacement"					
"Signal lines"		"Noise + Distortions"		"Noise floor"	
"Frequency [Hz]"	"[mm]"	"Frequency [Hz]"	"[mm]"	"Frequency [Hz]"	"[mm]"
127.441	4.38731e-005			127.441	4.38731e-005
				127.441	4.38731e-005
		128.906	6.42876e-005	128.906	5.94435e-005
		128.906	5.94435e-005	128.906	5.94435e-005
				128.906	5.94435e-005
				130.371	4.22304e-005
				130.371	4.22304e-005
				130.371	4.22304e-005
131.836	0.00120134			131.836	9.07951e-005
131.836	9.07951e-005			131.836	9.07951e-005
				131.836	9.07951e-005
		133.301	0.000111329	133.301	3.63463e-005
		133.301	3.63463e-005	133.301	3.63463e-005
				133.301	3.63463e-005
134.766	0.00122688			134.766	5.2079e-005
134.766	5.2079e-005			134.766	5.2079e-005
				134.766	5.2079e-005
				136.23	5.36297e-005
				136.23	5.36297e-005
				136.23	5.36297e-005
				137.695	9.11065e-005
				137.695	9.11065e-005
				137.695	9.11065e-005
139.16	0.00115258			139.16	6.81181e-005
139.16	6.81181e-005			139.16	6.81181e-005
				139.16	6.81181e-005
				140.625	0.00013866
				140.625	0.00013866
				140.625	0.00013866
				142.09	2.64676e-005
				142.09	2.64676e-005
				142.09	2.64676e-005
143.555	0.000944232			143.555	0.000158255
143.555	0.000158255			143.555	0.000158255
				143.555	0.000158255
				145.02	0.000131788
				145.02	0.000131788
				145.02	0.000131788
				146.484	6.86965e-005
				146.484	6.86965e-005
				146.484	6.86965e-005
147.949	0.00104357			147.949	2.94264e-005
147.949	2.94264e-005			147.949	2.94264e-005
				147.949	2.94264e-005
		149.414	6.54804e-005	149.414	1.00526e-005
		149.414	1.00526e-005	149.414	1.00526e-005
				149.414	1.00526e-005
				150.879	8.32067e-005
				150.879	8.32067e-005
				150.879	8.32067e-005
152.344	0.00099772			152.344	9.51731e-005
152.344	9.51731e-005			152.344	9.51731e-005
				152.344	9.51731e-005
		153.809	4.01916e-005	153.809	1.92491e-005
		153.809	1.92491e-005	153.809	1.92491e-005
				153.809	1.92491e-005
		155.273	9.80193e-005	155.273	9.09827e-005
		155.273	9.09827e-005	155.273	9.09827e-005
				155.273	9.09827e-005
156.738	0.000862409			156.738	4.50743e-006
156.738	4.50743e-006			156.738	4.50743e-006
				156.738	4.50743e-006
				158.203	9.71099e-005
				158.203	9.71099e-005
				158.203	9.71099e-005
		159.668	9.12881e-005	159.668	6.382e-005
		159.668	6.382e-005	159.668	6.382e-005
				159.668	6.382e-005
161.133	0.00087048			161.133	2.20401e-005
161.133	2.20401e-005			161.133	2.20401e-005
				161.133	2.20401e-005
				162.598	4.60602e-005
				162.598	4.60602e-005
				162.598	4.60602e-005
				164.063	5.41206e-005
				164.063	5.41206e-005
				164.063	5.41206e-005
165.527	0.000849318			165.527	7.98715e-005
165.527	7.98715e-005			165.527	7.98715e-005
				165.527	7.98715e-005
				166.992	0.00010841
				166.992	0.00010841
				166.992	0.00010841
		168.457	7.24963e-005	168.457	1.30471e-005
		168.457	1.30471e-005	168.457	1.30471e-005
				168.457	1.30471e-005
169.922	0.000767713			169.922	9.02074e-005
169.922	9.02074e-005			169.922	9.02074e-005
				169.922	9.02074e-005
		171.387	7.16651e-005	171.387	4.05337e-005
		171.387	4.05337e-005	171.387	4.05337e-005
				171.387	4.05337e-005
				172.852	6.9988e-005
				172.852	6.9988e-005
				172.852	6.9988e-005
		174.316	8.93038e-005	174.316	6.01608e-005
		174.316	6.01608e-005	174.316	6.01608e-005
				174.316	6.01608e-005
175.781	0.000650682			175.781	4.94069e-005
175.781	4.94069e-005			175.781	4.94069e-005
				175.781	4.94069e-005
		177.246	5.95668e-005	177.246	2.28687e-005
		177.246	2.28687e-005	177.246	2.28687e-005
				177.246	2.28687e-005
		178.711	5.68363e-005	178.711	4.91533e-005
		178.711	4.91533e-005	178.711	4.91533e-005
				178.711	4.91533e-005
180.176	0.000704478			180.176	9.57264e-005
180.176	9.57264e-005			180.176	9.57264e-005
				180.176	9.57264e-005
		181.641	0.000105516	181.641	4.47844e-005
		181.641	4.47844e-005	181.641	4.47844e-005
				181.641	4.47844e-005
				183.105	9.21704e-005
				183.105	9.21704e-005
				183.105	9.21704e-005
				184.57	0.000118458
				184.57	0.000118458
				184.57	0.000118458
186.035	0.000673437			186.035	4.57702e-005
186.035	4.57702e-005			186.035	4.57702e-005
				186.035	4.57702e-005
		187.5	7.44445e-005	187.5	5.4324e-005
		187.5	5.4324e-005	187.5	5.4324e-005
				187.5	5.4324e-005
				188.965	0.000109942
				188.965	0.000109942
				188.965	0.000109942
				190.43	7.22248e-005
				190.43	7.22248e-005
				190.43	7.22248e-005
191.895	0.000684471			191.895	7.72167e-005
191.895	7.72167e-005			191.895	7.72167e-005
				191.895	7.72167e-005
		193.359	8.00896e-005	193.359	3.82306e-005
		193.359	3.82306e-005	193.359	3.82306e-005
				193.359	3.82306e-005
		194.824	7.47718e-005	194.824	5.49507e-005
		194.824	5.49507e-005	194.824	5.49507e-005
				194.824	5.49507e-005
		196.289	0.0001067	196.289	6.08902e-005
		196.289	6.08902e-005	196.289	6.08902e-005
				196.289	6.08902e-005
197.754	0.000577465			197.754	6.63308e-005
