"Spectrum X(f) of voice coil displacement"					
"Signal lines"		"Noise + Distortions"		"Noise floor"	
"Frequency [Hz]"	"[mm]"	"Frequency [Hz]"	"[mm]"	"Frequency [Hz]"	"[mm]"
		196.289	0.00027355	196.289	7.39091e-005
		196.289	7.39091e-005	196.289	7.39091e-005
				196.289	7.39091e-005
197.754	0.00458832			197.754	4.789e-005
197.754	4.789e-005			197.754	4.789e-005
				197.754	4.789e-005
		199.219	0.000414329	199.219	7.81862e-005
		199.219	7.81862e-005	199.219	7.81862e-005
				199.219	7.81862e-005
		200.684	0.000577174	200.684	4.93814e-005
		200.684	4.93814e-005	200.684	4.93814e-005
				200.684	4.93814e-005
202.148	0.00311962			202.148	6.2808e-005
202.148	6.2808e-005			202.148	6.2808e-005
				202.148	6.2808e-005
		203.613	0.000101403	203.613	4.81731e-005
		203.613	4.81731e-005	203.613	4.81731e-005
				203.613	4.81731e-005
		205.078	0.000337458	205.078	4.29438e-005
		205.078	4.29438e-005	205.078	4.29438e-005
				205.078	4.29438e-005
		206.543	0.000408628	206.543	2.80162e-005
		206.543	2.80162e-005	206.543	2.80162e-005
				206.543	2.80162e-005
		208.008	0.000597268	208.008	5.56941e-005
		208.008	5.56941e-005	208.008	5.56941e-005
				208.008	5.56941e-005
209.473	0.00359735			209.473	4.76813e-005
209.473	4.76813e-005			209.473	4.76813e-005
				209.473	4.76813e-005
		210.938	0.000220281	210.938	1.24594e-005
		210.938	1.24594e-005	210.938	1.24594e-005
				210.938	1.24594e-005
		212.402	0.000704904	212.402	4.53913e-005
		212.402	4.53913e-005	212.402	4.53913e-005
				212.402	4.53913e-005
		213.867	0.000373041	213.867	0.000105148
		213.867	0.000105148	213.867	0.000105148
				213.867	0.000105148
215.332	0.00326963			215.332	3.49401e-005
215.332	3.49401e-005			215.332	3.49401e-005
				215.332	3.49401e-005
		216.797	0.000308677	216.797	2.27147e-005
		216.797	2.27147e-005	216.797	2.27147e-005
				216.797	2.27147e-005
		218.262	0.000936217	218.262	4.39015e-005
		218.262	4.39015e-005	218.262	4.39015e-005
				218.262	4.39015e-005
		219.727	0.000232892	219.727	3.15624e-005
		219.727	3.15624e-005	219.727	3.15624e-005
				219.727	3.15624e-005
221.191	0.00289736			221.191	7.45984e-005
221.191	7.45984e-005			221.191	7.45984e-005
				221.191	7.45984e-005
		222.656	0.000433194	222.656	0.000105832
		222.656	0.000105832	222.656	0.000105832
				222.656	0.000105832
		224.121	0.000542885	224.121	3.52707e-005
		224.121	3.52707e-005	224.121	3.52707e-005
				224.121	3.52707e-005
		225.586	0.000397116	225.586	4.96272e-005
		225.586	4.96272e-005	225.586	4.96272e-005
				225.586	4.96272e-005
227.051	0.0030442			227.051	7.03643e-005
227.051	7.03643e-005			227.051	7.03643e-005
				227.051	7.03643e-005
		228.516	0.000580262	228.516	1.06801e-005
		228.516	1.06801e-005	228.516	1.06801e-005
				228.516	1.06801e-005
		229.98	0.000308412	229.98	5.26218e-005
		229.98	5.26218e-005	229.98	5.26218e-005
				229.98	5.26218e-005
		231.445	0.000700836	231.445	6.43386e-005
		231.445	6.43386e-005	231.445	6.43386e-005
				231.445	6.43386e-005
				232.91	8.79676e-005
				232.91	8.79676e-005
